strain	contrast	test_condition	ref_condition	orthofinder_orthogroup	OG_gene_symbol	logFC	logCPM	F	PValue	FDR	is_DEG	DEG_direction	member_gene_count_in_strain	n_member_genes_all_strains	n_member_strains	representative_prefixed_id	representative_gene_id	representative_strain	representative_name	representative_product	representative_Preferred_name	representative_selection_basis	representative_match_score	ko_terms	ko_names	pathway_ids	pathway_names	go_terms	cog_categories	cog_category_names	Halomonas_members	Psychrobacter_members	Aequorivita_members	Sphingopyxis_members	Halomonas_count	Psychrobacter_count	Aequorivita_count	Sphingopyxis_count	member_gene_symbols	member_products	representative_emapper_score	representative_kofam_score
Sphingopyxis	D55_vs_D0	D55	D0	OG0000876	trpC	-2.26731426355644	5.67715784977533	117.100231469262	1.13843342775655e-09	3.76558749181012e-09	True	down	1	4	4	Halomonas__gene3220	gene3220	Halomonas	trpC	MULTISPECIES: indole-3-glycerol phosphate synthase TrpC	trpC	gene_name	485.0	K01609	trpC;indole-3-glycerol phosphate synthase [EC:4.1.1.48]	map00400;map01100;map01110;map01230	Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Phenylalanine;tyrosine and tryptophan biosynthesis	GO:0000162;GO:0003674;GO:0003824;GO:0004425;GO:0006082;GO:0006520;GO:0006568;GO:0006576;GO:0006586;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009072;GO:0009073;GO:0009308;GO:0009309;GO:0009987;GO:0016053;GO:0016829;GO:0016830;GO:0016831;GO:0018130;GO:0019438;GO:0019752;GO:0034641;GO:0042401;GO:0042430;GO:0042435;GO:0043436;GO:0044106;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046219;GO:0046394;GO:0046483;GO:0071704;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607	E	E: Amino acid transport and metabolism	Halomonas__gene3220	Psychrobacter__gene2025	Aequorivita__gene2620	Sphingopyxis__gene2443	1	1	1	1	trpC	MULTISPECIES: indole-3-glycerol phosphate synthase TrpC;indole-3-glycerol phosphate synthase;indole-3-glycerol phosphate synthase TrpC	485.0	399.7
Sphingopyxis	D55_vs_D0	D55	D0	OG0000878	coaX	-2.2404273926239	6.97024308902553	309.006774091016	2.12679573339057e-13	1.94144370299452e-12	True	down	1	4	4	Halomonas__gene2201	gene2201	Halomonas	coaX	MULTISPECIES: type III pantothenate kinase	coaX	gene_name	541.0	K03525	coaX;type III pantothenate kinase [EC:2.7.1.33]	map00770;map01100;map01240	Biosynthesis of cofactors;Metabolic pathways;Pantothenate and CoA biosynthesis	GO:0000166;GO:0003674;GO:0003824;GO:0004594;GO:0005488;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006732;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008144;GO:0008150;GO:0008152;GO:0009058;GO:0009108;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009987;GO:0015936;GO:0015937;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0016773;GO:0017076;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0043169;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044424;GO:0044464;GO:0046390;GO:0046483;GO:0046872;GO:0051186;GO:0051188;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:0097159;GO:0097367;GO:1901135;GO:1901137;GO:1901265;GO:1901293;GO:1901360;GO:1901362;GO:1901363;GO:1901564;GO:1901566;GO:1901576	F;H	F: Nucleotide transport and metabolism;H: Coenzyme transport and metabolism	Halomonas__gene2201	Psychrobacter__gene1554	Aequorivita__gene2629	Sphingopyxis__gene4049	1	1	1	1	coaX	MULTISPECIES: type III pantothenate kinase;MULTISPECIES: pantothenate kinase;pantothenate kinase	541.0	178.0
Sphingopyxis	D55_vs_D0	D55	D0	OG0000882	rpsT	1.22567952724447	7.75135729615569	48.9965126010017	1.00707356587219e-06	2.09358550462489e-06	True	up	1	4	4	Halomonas__gene2861	gene2861	Halomonas	rpsT	MULTISPECIES: 30S ribosomal protein S20	rpsT	gene_name	151.0	K02968	RP-S20;rpsT;small subunit ribosomal protein S20	map03010	Ribosome	GO:0003674;GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005840;GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0019538;GO:0019843;GO:0032991;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0071704;GO:0097159;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1990904;GO:0000028;GO:0004857;GO:0005829;GO:0006996;GO:0008073;GO:0015935;GO:0016043;GO:0022607;GO:0022613;GO:0022618;GO:0022626;GO:0022627;GO:0030234;GO:0034622;GO:0042254;GO:0042255;GO:0042274;GO:0042979;GO:0043086;GO:0043933;GO:0044085;GO:0044092;GO:0044391;GO:0044422;GO:0044445;GO:0044446;GO:0050790;GO:0065003;GO:0065007;GO:0065009;GO:0070181;GO:0070925;GO:0071826;GO:0071840;GO:0098772	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene2861	Psychrobacter__gene1057	Aequorivita__gene2682	Sphingopyxis__gene1027	1	1	1	1	rpsT	MULTISPECIES: 30S ribosomal protein S20;30S ribosomal protein S20	151.0	84.9
Sphingopyxis	D55_vs_D0	D55	D0	OG0000885	purH	1.45541645638575	8.12061493194702	210.828494602726	6.79199126044064e-12	3.7493627430946e-11	True	up	1	4	4	Psychrobacter__gene1073	gene1073	Psychrobacter	purH	MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	gene_name	999.0	K00602	purH;phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	map00230;map00670;map01100;map01110;map01523	Antifolate resistance;Biosynthesis of secondary metabolites;Metabolic pathways;One carbon pool by folate;Purine metabolism	GO:0003674;GO:0003824;GO:0003937;GO:0004643;GO:0006139;GO:0006163;GO:0006164;GO:0006188;GO:0006189;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009167;GO:0009168;GO:0009259;GO:0009260;GO:0009987;GO:0016740;GO:0016741;GO:0016742;GO:0016787;GO:0016810;GO:0016814;GO:0018130;GO:0019238;GO:0019438;GO:0019637;GO:0019693;GO:0034641;GO:0034654;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0046040;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0044424;GO:0044444;GO:0044464	F	F: Nucleotide transport and metabolism	Halomonas__gene0040	Psychrobacter__gene1073	Aequorivita__gene2695	Sphingopyxis__gene1075	1	1	1	1	purH	MULTISPECIES: bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase;bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase;bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	999.0	783.6
Sphingopyxis	D55_vs_D0	D55	D0	OG0000887	pnp	1.37295358425907	11.266441474591	213.51850352278	6.06321657441032e-12	3.3929095488309796e-11	True	up	1	4	4	Aequorivita__gene2719	gene2719	Aequorivita	pnp	polyribonucleotide nucleotidyltransferase	pnp	gene_name	1335.0	K00962	pnp;PNPT1;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	map03018	RNA degradation	GO:0003674;GO:0003676;GO:0003723;GO:0003824;GO:0004654;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006139;GO:0006396;GO:0006401;GO:0006402;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009892;GO:0009987;GO:0010467;GO:0010468;GO:0010605;GO:0010629;GO:0016070;GO:0016071;GO:0016740;GO:0016772;GO:0016779;GO:0019222;GO:0019439;GO:0034641;GO:0034655;GO:0043167;GO:0043169;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0044265;GO:0044270;GO:0044424;GO:0044464;GO:0046483;GO:0046700;GO:0046872;GO:0048519;GO:0050789;GO:0060255;GO:0065007;GO:0071704;GO:0090304;GO:0097159;GO:1901360;GO:1901361;GO:1901363;GO:1901575;GO:0000166;GO:0000175;GO:0003729;GO:0004518;GO:0004527;GO:0004532;GO:0004540;GO:0005515;GO:0005829;GO:0006950;GO:0008144;GO:0008408;GO:0009266;GO:0009408;GO:0009628;GO:0016787;GO:0016788;GO:0016796;GO:0016896;GO:0017076;GO:0019001;GO:0030551;GO:0032553;GO:0032555;GO:0032561;GO:0035438;GO:0036094;GO:0042802;GO:0043168;GO:0044444;GO:0050896;GO:0090305;GO:0090501;GO:0090503;GO:0097367;GO:0140098;GO:1901265	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene2543	Psychrobacter__gene1853	Aequorivita__gene2719	Sphingopyxis__gene2875	1	1	1	1	pnp	polyribonucleotide nucleotidyltransferase;MULTISPECIES: polyribonucleotide nucleotidyltransferase	1335.0	948.2
Sphingopyxis	D55_vs_D0	D55	D0	OG0000888	rpsO	1.44630042323115	7.78863867429984	203.569592224557	9.28619682030593e-12	4.95980562175232e-11	True	up	1	4	4	Halomonas__gene2544	gene2544	Halomonas	rpsO	MULTISPECIES: 30S ribosomal protein S15	rpsO	gene_name	176.0	K02956	RP-S15;MRPS15;rpsO;small subunit ribosomal protein S15	map03010	Ribosome	GO:0003674;GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005840;GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0019538;GO:0019843;GO:0032991;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0071704;GO:0097159;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1990904;GO:0000028;GO:0005829;GO:0006139;GO:0006378;GO:0006396;GO:0006397;GO:0006417;GO:0006725;GO:0006996;GO:0009889;GO:0010468;GO:0010556;GO:0010608;GO:0015935;GO:0016043;GO:0016070;GO:0016071;GO:0019222;GO:0022607;GO:0022613;GO:0022618;GO:0022626;GO:0022627;GO:0031123;GO:0031124;GO:0031323;GO:0031326;GO:0032268;GO:0034248;GO:0034622;GO:0042254;GO:0042255;GO:0042274;GO:0043631;GO:0043933;GO:0044085;GO:0044391;GO:0044422;GO:0044445;GO:0044446;GO:0046483;GO:0050789;GO:0050794;GO:0051171;GO:0051246;GO:0060255;GO:0065003;GO:0065007;GO:0070925;GO:0071826;GO:0071840;GO:0080090;GO:0090304;GO:1901360;GO:2000112	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene2544	Psychrobacter__gene1854	Aequorivita__gene2720	Sphingopyxis__gene2874	1	1	1	1	rpsO	MULTISPECIES: 30S ribosomal protein S15;30S ribosomal protein S15	176.0	131.3
Sphingopyxis	D55_vs_D0	D55	D0	OG0000889	accD	-1.76284275656357	8.25671408820164	290.469409738513	3.74300064042934e-13	3.20212724945631e-12	True	down	1	4	4	Psychrobacter__gene2447	gene2447	Psychrobacter	accD	acetyl-CoA carboxylase carboxyltransferase subunit alpha	accD	gene_name	583.0	K01963	accD;acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	map00061;map00620;map00640;map00720;map01100;map01110;map01120;map01200;map01212	Biosynthesis of secondary metabolites;Carbon metabolism;Fatty acid biosynthesis;Fatty acid metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Other carbon fixation pathways;Propanoate metabolism;Pyruvate metabolism	GO:0000166;GO:0003674;GO:0003824;GO:0003989;GO:0005488;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006082;GO:0006139;GO:0006163;GO:0006164;GO:0006629;GO:0006631;GO:0006633;GO:0006637;GO:0006725;GO:0006732;GO:0006753;GO:0006790;GO:0006793;GO:0006796;GO:0006807;GO:0008144;GO:0008150;GO:0008152;GO:0008610;GO:0009058;GO:0009108;GO:0009117;GO:0009150;GO:0009152;GO:0009165;GO:0009259;GO:0009260;GO:0009317;GO:0009987;GO:0016053;GO:0016421;GO:0016740;GO:0016874;GO:0016885;GO:0017076;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0019752;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0032787;GO:0032991;GO:0033865;GO:0033866;GO:0033875;GO:0034030;GO:0034032;GO:0034033;GO:0034641;GO:0034654;GO:0035383;GO:0035384;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0043169;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044271;GO:0044272;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046390;GO:0046394;GO:0046483;GO:0046872;GO:0051186;GO:0051188;GO:0055086;GO:0071616;GO:0071704;GO:0072330;GO:0072521;GO:0072522;GO:0090407;GO:0097159;GO:0097367;GO:1901135;GO:1901137;GO:1901265;GO:1901293;GO:1901360;GO:1901362;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1902494;GO:2001293;GO:2001295;GO:0001676;GO:0003676;GO:0003677;GO:0003723;GO:0003729;GO:0006417;GO:0008270	I	I: Lipid transport and metabolism	Halomonas__gene1977	Psychrobacter__gene2447	Aequorivita__gene2722	Sphingopyxis__gene2158	1	1	1	1	accD	MULTISPECIES: acetyl-CoA carboxylase;carboxyltransferase subunit beta;acetyl-CoA carboxylase carboxyltransferase subunit alpha;acetyl-CoA carboxylase carboxyl transferase subunit beta;acetyl-CoA carboxylase	583.0	422.0
Sphingopyxis	D55_vs_D0	D55	D0	OG0000897	uvrB	-2.06553934779786	10.1243571066777	245.797564827905	1.70833755542525e-12	1.1487339775987098e-11	True	down	1	4	4	Sphingopyxis__gene3425	gene3425	Sphingopyxis	uvrB	excinuclease ABC subunit UvrB	uvrB	gene_name	1373.0	K03702	uvrB;excinuclease ABC subunit B	map03420	Nucleotide excision repair	GO:0000166;GO:0003674;GO:0003676;GO:0003677;GO:0003824;GO:0004386;GO:0004518;GO:0005488;GO:0005515;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006139;GO:0006259;GO:0006281;GO:0006289;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0007154;GO:0008144;GO:0008150;GO:0008152;GO:0009314;GO:0009380;GO:0009432;GO:0009605;GO:0009628;GO:0009987;GO:0009991;GO:0016462;GO:0016787;GO:0016788;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0031668;GO:0032553;GO:0032555;GO:0032559;GO:0032991;GO:0033554;GO:0034641;GO:0035639;GO:0036094;GO:0042802;GO:0043167;GO:0043168;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0044424;GO:0044464;GO:0046483;GO:0050896;GO:0051716;GO:0071496;GO:0071704;GO:0090304;GO:0090305;GO:0097159;GO:0097367;GO:1901265;GO:1901360;GO:1901363;GO:1902494;GO:1905347;GO:1905348;GO:1990391	L	L: Replication;recombination and repair	Halomonas__gene0126	Psychrobacter__gene0557	Aequorivita__gene2828	Sphingopyxis__gene3425	1	1	1	1	uvrB	MULTISPECIES: excinuclease ABC subunit UvrB;excinuclease ABC subunit UvrB	1373.0	1234.6
Sphingopyxis	D55_vs_D0	D55	D0	OG0000902	guaA	1.2710234545267	7.49376098360424	113.456614363283	1.4682587823693e-09	4.76965179004262e-09	True	up	1	4	4	Psychrobacter__gene1922	gene1922	Psychrobacter	guaA	glutamine-hydrolyzing GMP synthase	guaA	gene_name	1058.0	K01951	guaA;GMPS;GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	map00230;map00983;map01100;map01232	Drug metabolism - other enzymes;Metabolic pathways;Nucleotide metabolism;Purine metabolism	GO:0000166;GO:0003674;GO:0003824;GO:0003922;GO:0005488;GO:0005524;GO:0006082;GO:0006139;GO:0006163;GO:0006164;GO:0006177;GO:0006520;GO:0006541;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008144;GO:0008150;GO:0008152;GO:0009058;GO:0009064;GO:0009116;GO:0009117;GO:0009119;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009163;GO:0009165;GO:0009167;GO:0009168;GO:0009259;GO:0009260;GO:0009987;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016874;GO:0016879;GO:0016884;GO:0017076;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0019752;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0034404;GO:0034641;GO:0034654;GO:0035639;GO:0036094;GO:0042278;GO:0042451;GO:0042455;GO:0043167;GO:0043168;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046037;GO:0046128;GO:0046129;GO:0046390;GO:0046483;GO:0055086;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:0097159;GO:0097367;GO:1901068;GO:1901070;GO:1901135;GO:1901137;GO:1901265;GO:1901293;GO:1901360;GO:1901362;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901657;GO:1901659;GO:0003921;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0042802;GO:0044424;GO:0044444;GO:0044464	F	F: Nucleotide transport and metabolism	Halomonas__gene2733	Psychrobacter__gene1922	Aequorivita__gene2849	Sphingopyxis__gene2035	1	1	1	1	guaA	MULTISPECIES: glutamine-hydrolyzing GMP synthase;glutamine-hydrolyzing GMP synthase	1058.0	721.3
Sphingopyxis	D55_vs_D0	D55	D0	OG0000908	rpmI	1.22364773527229	5.95770666600163	48.5116365503757	1.08100476536766e-06	2.238734837276e-06	True	up	1	4	4	Sphingopyxis__gene1639	gene1639	Sphingopyxis	rpmI	MULTISPECIES: 50S ribosomal protein L35	rpmI	gene_name	135.0	K02916	RP-L35;MRPL35;rpmI;large subunit ribosomal protein L35	map03010	Ribosome	GO:0003674;GO:0003735;GO:0005198;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005840;GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0019538;GO:0032991;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1990904;GO:0005829;GO:0015934;GO:0022625;GO:0022626;GO:0044391;GO:0044422;GO:0044445;GO:0044446	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene2448	Psychrobacter__gene2354	Aequorivita__gene2886	Sphingopyxis__gene1639	1	1	1	1	rpmI	MULTISPECIES: 50S ribosomal protein L35	135.0	37.8
Sphingopyxis	D55_vs_D0	D55	D0	OG0000909	rplT	2.04917456283155	8.77614525181083	164.980123573425	5.94393570312978e-11	2.6567357860223004e-10	True	up	1	4	4	Psychrobacter__gene2355	gene2355	Psychrobacter	rplT	MULTISPECIES: 50S ribosomal protein L20	rplT	gene_name	221.0	K02887	RP-L20;MRPL20;rplT;large subunit ribosomal protein L20	map03010	Ribosome	GO:0003674;GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005840;GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0019538;GO:0019843;GO:0032991;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0071704;GO:0097159;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1990904;GO:0000027;GO:0000900;GO:0003729;GO:0005829;GO:0006355;GO:0006417;GO:0006996;GO:0009889;GO:0009890;GO:0009892;GO:0010468;GO:0010556;GO:0010558;GO:0010605;GO:0010608;GO:0010629;GO:0015934;GO:0016043;GO:0017148;GO:0019219;GO:0019222;GO:0022607;GO:0022613;GO:0022618;GO:0022625;GO:0022626;GO:0030371;GO:0031323;GO:0031324;GO:0031326;GO:0031327;GO:0032268;GO:0032269;GO:0034248;GO:0034249;GO:0034622;GO:0042254;GO:0042255;GO:0042273;GO:0043933;GO:0044085;GO:0044391;GO:0044422;GO:0044445;GO:0044446;GO:0045182;GO:0048519;GO:0048523;GO:0050789;GO:0050794;GO:0051171;GO:0051172;GO:0051246;GO:0051248;GO:0051252;GO:0060255;GO:0065003;GO:0065007;GO:0070180;GO:0070925;GO:0071826;GO:0071840;GO:0080090;GO:0090079;GO:1903506;GO:2000112;GO:2000113;GO:2001141	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene2447	Psychrobacter__gene2355	Aequorivita__gene2887	Sphingopyxis__gene1638	1	1	1	1	rplT	MULTISPECIES: 50S ribosomal protein L20;50S ribosomal protein L20	221.0	193.7
Sphingopyxis	D55_vs_D0	D55	D0	OG0000911	tgt	2.05132357017379	8.65980213027298	435.102352814397	8.94509895596709e-15	1.30502604411163e-13	True	up	1	4	4	Psychrobacter__gene1021	gene1021	Psychrobacter	tgt	MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt	tgt	gene_name	786.0	K00773	tgt;queuine tRNA-ribosyltransferase [EC:2.4.2.29]			GO:0003674;GO:0003824;GO:0005488;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0008479;GO:0008616;GO:0009058;GO:0009116;GO:0009119;GO:0009163;GO:0009451;GO:0009987;GO:0010467;GO:0016070;GO:0016740;GO:0016757;GO:0016763;GO:0018130;GO:0019438;GO:0034404;GO:0034470;GO:0034641;GO:0034654;GO:0034660;GO:0042455;GO:0043167;GO:0043169;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0046116;GO:0046483;GO:0046872;GO:0055086;GO:0071704;GO:0090304;GO:0101030;GO:0140098;GO:0140101;GO:1901135;GO:1901137;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901657;GO:1901659;GO:0002097;GO:0002099;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0008270;GO:0044424;GO:0044444;GO:0044464;GO:0046914	J;F	J: Translation;ribosomal structure and biogenesis;F: Nucleotide transport and metabolism	Halomonas__gene0367	Psychrobacter__gene1021	Aequorivita__gene2894	Sphingopyxis__gene0360	1	1	1	1	tgt	MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt;tRNA guanosine(34) transglycosylase Tgt	786.0	670.7
Sphingopyxis	D55_vs_D0	D55	D0	OG0000913	guaB	1.93402496712672	10.0193666848141	482.673028001579	3.39130782176604e-15	5.65448671506705e-14	True	up	1	4	4	Psychrobacter__gene0797	gene0797	Psychrobacter	guaB	MULTISPECIES: IMP dehydrogenase	guaB	gene_name	936.0	K00088	IMPDH;guaB;IMP dehydrogenase [EC:1.1.1.205]	map00230;map00983;map01100;map01110;map01232	Biosynthesis of secondary metabolites;Drug metabolism - other enzymes;Metabolic pathways;Nucleotide metabolism;Purine metabolism	GO:0003674;GO:0003824;GO:0003938;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006139;GO:0006163;GO:0006164;GO:0006177;GO:0006183;GO:0006725;GO:0006753;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009116;GO:0009117;GO:0009119;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009141;GO:0009142;GO:0009144;GO:0009145;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009163;GO:0009165;GO:0009167;GO:0009168;GO:0009199;GO:0009201;GO:0009205;GO:0009206;GO:0009259;GO:0009260;GO:0009314;GO:0009411;GO:0009416;GO:0009628;GO:0009987;GO:0016491;GO:0016614;GO:0016616;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0034404;GO:0034641;GO:0034654;GO:0042278;GO:0042451;GO:0042455;GO:0042802;GO:0043167;GO:0043169;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046037;GO:0046039;GO:0046128;GO:0046129;GO:0046390;GO:0046483;GO:0046872;GO:0050896;GO:0055086;GO:0055114;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901068;GO:1901070;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901657;GO:1901659	F	F: Nucleotide transport and metabolism	Halomonas__gene2734	Psychrobacter__gene0797	Aequorivita__gene2919	Sphingopyxis__gene2245	1	1	1	1	guaB	inosine-5'-monophosphate dehydrogenase;MULTISPECIES: IMP dehydrogenase;IMP dehydrogenase	936.0	658.6
